,title,company,location,salary,summary
656,"
Staff Data Architect","

Walmart","Bengaluru, Karnataka",nan,Ability to write designs for data architecture of data warehouse or data lake solutions.
657,"
Innovation & Data Analytics Manager","

Volvo Group","Bengaluru, Karnataka",nan,Innovation & Data Analytics Manager - Analytics Deliveries.
658,"
Data Scientist","

Hewlett Packard Enterprise","Bengaluru, Karnataka",nan,Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.
659,"
Business Analyst - Data Science","

Genpact","Bengaluru, Karnataka",nan,Acquire data from primary or secondary data sources and maintain databases/data system.
660,"
Lead - Accounts Payable","

Clarivate Analytics","Hyderabad, Telangana",nan,"We deliver critical data, information, workflow solutions, and deep domain expertise to innovators worldwide."
661,"
Data Engineer - Master Data Management","

Gartner","Gurgaon, Haryana",nan,Good understanding of business process and analyzing underlying data.
662,"
Data Visualization Engineer-Tableau","

Salesforce","Hyderabad, Telangana",nan,"Able to identify incomplete data, improve quality of data and integrate data from several data sources."
663,"
Big Data/Hadoop Teacher","
Canadian College of Business, Science and Technolo...","Ahmedabad, Gujarat","

₹30,000 - ₹60,000 a month
",We are looking to hire an instructor to teach the following:
664,"
Associate - Data Analytics - AWM","

JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",nan,Proficiency in building queries for extracting data from large data sets.
665,"
Systems Engineering (Machine Learning) part time job/interns...","
ESSI Integrated Technologies","Delhi, Delhi","

₹4,000 a week
",Using open source libraries for decoding/encoding of image data 3.
666,"
Data Engineer: Data Integration","

IBM","Bengaluru, Karnataka",nan,"Demonstrated ability in solutioning covering data ingestion, data cleansing, ETL, data mart creation and exposing data for consumers."
667,"
Data Pipeline Developer","

Institutional Shareholder Services","Mumbai, Maharashtra",nan,"Create Data pipeline (including but not limited to data analysis, data cleaning, data extraction, data preprocessing, transformation, aggregation, integration…"
668,"
Senior Data Engineer","
Menlo Technologies","Hyderabad, Telangana",nan,Experience with Big Query or Snowflake or other data warehouses.
669,"
Senior Data Scientist","

GrabTaxi Pte Ltd",India,nan,"Proficient in one data science friendly programming languages like R, Python or Scala with strong capabilities in data manipulation, writing ETLs and doing data…"
670,"
IT Software Developer (IDC)","

flydubai",nan,nan,"Build applications (stand alone as well as plugins) that fetch data from existing system/s, manipulate them and perform new business functions."
671,"
Data Scientist","
Sentieo","New Delhi, Delhi",nan,We'relooking for individuals who are excited about the opportunity to build data science tools that can give investors an edge.
672,"
Data Science Team Lead","

Shell","Chennai, Tamil Nadu",nan,Lead identification of appropriate data science models and evaluate their fitment for the available data.
673,"
System Administrator","
Imedx Information Services Private Limited","Hyderabad, Telangana",nan,Remote data center administration experience.
674,"
Lead, Data Science","
Near","Bengaluru, Karnataka",nan,"Advanced data analytics include processing structured (payments, telecom, page clicks etc) and unstructured data in multiple formats (text, audio, video)…"
675,"
Programme Officer","
Bombay Natural History Society","Mumbai, Maharashtra","

₹35,000 a month
","Data collection, collation, analysis, report writing, field implementation, team handling and project."
676,"
Data Scientist","
skilora",Remote,nan,"Experience: 2 - 7 years in data scientist, software engineering( Required )."
677,"
Data Scientist","
Adat Science LLC/Getyoteam","Ahmedabad, Gujarat",nan,Strong ability to interpret data and communicate findings.
678,"
English Linguist","
Gnani.ai","Bengaluru, Karnataka",nan,The discipline of linguistics can best be described as the science of language.
679,"
Lead Data Scientist","
Poshmark","Chennai, Tamil Nadu",nan,"With 400+ MM events per day and 30+ terabytes of exponentially growing data, Poshmark presents a unique opportunity to innovate cutting edge data science…"
680,"
Senior Analyst, Data Analytics","
FinalQuadrant SuiteCase",Remote,nan,Experience in predictive modeling in big data environment is a plus.
681,"
Data Analyst","
Technogen India Private Limited",India,nan,Integrate incoming new data to the existing data model to provide a unified data for the end user.
682,"
SSIS - ETL Developer","
Refixd technologies pvt.limited","Bengaluru, Karnataka","

₹4,31,003 - ₹14,20,391 a year
","Populate data from source schemas to target – staging, data warehouse and data marts with star schema / 3NF model."
683,"
Director of Data Science","
Deal4loans","Noida, Uttar Pradesh",nan,"Good with numbers: digest numbers/data, analyze it, use this data to make."
684,"
IT Software Developer (IDC)","

flydubai",nan,nan,"Build applications (stand alone as well as plugins) that fetch data from existing system/s, manipulate them and perform new business functions."
685,"
Senior Data Scientist","

Johnson Controls","Bengaluru, Karnataka",nan,The successful candidate will be responsible for developing solutions using state-of-the-art machine-learning & computer vision techniques.
686,"
Data Management Specialist, Customer Engineering, Google Clo...","

Google","Mumbai, Maharashtra",nan,Experience with data migration strategies and moving production systems.
687,"
Program Manager 2","

Microsoft","Hyderabad, Telangana",nan,Familiarity with data analytics – understanding data relations and driving results from data.
688,"
Senior Manager, Data Science","

PayPal",nan,nan,Leveraging data analysis tools and technologies.
689,"
Data Integration Engineer","

Pearson","Bengaluru, Karnataka",nan,"As part of a multidisciplinary team, the data integration engineer will be responsible for the design, build, and improve solutions that help analysts transform…"
690,"
Associate Clinical Data Manager","
Ancillarie","Mumbai, Maharashtra",nan,"Bachelor’s Degree (Science, Pharmacy, Life science), or Final Year Appeared with zero to one year of experience in Clinical Data Management."
691,"
Business Analyst","
Techsolcorp","Hyderabad, Telangana",nan,"As a trusted technology partner, Techsol has strategic alliances with industry leaders such as Oracle®, Veeva Systems® and others to provide value-based…"
692,"
Consultant - Data Science","

Antuit","Bengaluru, Karnataka",nan,"Ensure completeness, accuracy and quality of data received."
693,"
Data Scientist","
Tookitaki","Bengaluru, Karnataka",nan,The data science team is responsible for solving business problems with complex data.
694,"
Data Analyst Executive","
Digiowner","Indore, Madhya Pradesh","

₹10,000 - ₹20,000 a month
","5.Experience in data science toolkits such as R, python , statistics."
695,"
Data Scientist - WAVE","

McKinsey & Company","Gurgaon, Haryana",nan,Experience in leading complex engagements to deploy advanced analytics and data science methods at scale in real world organizations.
696,"
Microsoft Power BI Developer","

KPI Partners","Hyderabad, Telangana",nan,"Leverage advanced database systems including data warehouses, data marts, and models needed for business, financial and operational analysis and/or reporting."
697,"
Senior Defect Engineer (Contamination Free Manufacturing or...","

GLOBALFOUNDRIES","Bengaluru, Karnataka",nan,Support integration and module in their sector DOE splits and CFM data analysis with the ability to draw technical conclusions.
698,"
Research Technician III - Laboratory","
International Rice Research Institute",India,"

₹16,400 - ₹34,000 a month
",Assist in compilation of data.
699,"
IT Software Developer (IDC)","

flydubai",nan,nan,"Build applications (stand alone as well as plugins) that fetch data from existing system/s, manipulate them and perform new business functions."
700,"
Staff Big Data Engineer (Data Science/ML)","
Integral Ad Science","Pune, Maharashtra",nan,Architect and build data pipelines and data stores specialized for data science needs.
701,"
Lead - Data Analytics (Remote)","
Chargebee","Chennai, Tamil Nadu",nan,Build and lead a team of data analysts and data scientists.
702,"
Data Science SSE Noida","

Sampoorna Computer People","Noida, Uttar Pradesh",nan,"BA, BBA/BMS, BCA, BCom, BCS, BE-Comp/IT, BEd, BE-Other, BIS, BIT, BSc-Comp/IT, BSc-Other, BTech-Comp/IT, BTech-Other."
703,"
Officer - Geologist","

Imerys",Remote,nan,"Assist with the validation of new suppliers, including data collection."
704,"
UI Engineer","

Apple","Hyderabad, Telangana",nan,"Strong computer science fundamentals in design, data structures, and problem solving."
705,"
DATA ANALYST","
Inference Labs","Bengaluru, Karnataka",nan,Good knowledge of data objects.
706,"
Senior Manager, Data Science","

PayPal",nan,nan,Leveraging data analysis tools and technologies.
707,"
Data Scientist","

TCG Digital",India,nan,"Core responsibilities include leveraging data science to solve business cases, training other team members, and contributing to pre-sales through quick…"
708,"
Director – Payment Data Security","

Standard Chartered",India,nan,Lead and execute evidence-based (not checklist based) assessments or assurance against controls that protects payment data.
709,"
Business Analyst, Data Sciences and Advanced Analytics Banga...","

VMware","Bengaluru, Karnataka",nan,Bring in knowledge of statistical or data science methods to deliver insights.
710,"
Associate Analyst/Analyst - Regex","
Larvol",Remote,nan,Life sciences graduate with a minimum of 2 years secondary research experience.
